,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
107,Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,3,1,0.49999987500003124,0.02469135787227557,12.4,0.46774193548387094,5.147096774193549,12.4,29,62,3.216666666666667,0,9.209677419354838
108,Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,3,1,0.49999987500003124,0.023255813818280152,11.666666666666666,0.4,4.826666666666667,11.666666666666666,28,70,2.8208955223880596,0,8.571428571428571
109,Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,8,3,0.4545454132231443,0.04932735403889079,11.727272727272727,0.35658914728682173,4.83354474982382,11.727272727272727,46,129,2.5793650793650795,2,7.682170542635659
110,Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,1,1,0.0,0.013333333244444445,7.375,0.4576271186440678,3.133050847457627,7.375,27,59,3.3389830508474576,0,10.94915254237288
111,Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,2,2,0.0,0.02234636859024375,11.142857142857142,0.4230769230769231,4.626373626373627,11.142857142857142,33,78,2.5064935064935066,0,6.538461538461538
112,Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,3,1,0.49999987500003124,0.01932367140423347,13.875,0.45045045045045046,5.730180180180181,13.875,50,109,2.779816513761468,1,8.073394495412844
113,Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,1,1,0.0,0.014492753518168453,15.0,0.4666666666666667,6.186666666666667,15.0,21,45,2.8863636363636362,0,8.044444444444444
114,Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,2,1,0.33333322222225925,0.023076922899408287,10.6,0.4339622641509434,4.413584905660378,10.6,23,53,2.943396226415094,0,8.018867924528301
115,Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,1,1,0.0,0.014814814705075447,41.0,0.5121951219512195,16.60487804878049,41.0,21,41,2.717948717948718,0,7.097560975609756
116,Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,1,1,0.0,0.014184397062522006,46.0,0.5,18.6,46.0,23,46,2.533333333333333,0,7.065217391304348
117,Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,1,1,0.0,0.011627906909140076,16.0,0.546875,6.61875,16.0,35,64,3.0,0,9.328125
118,Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,0,1,-0.9999990000010001,0.011111110987654323,23.0,0.4782608695652174,9.391304347826088,23.0,11,23,2.652173913043478,0,7.304347826086956
119,Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,3,1,0.49999987500003124,0.027972027776419387,24.5,0.5306122448979592,10.012244897959185,24.5,26,49,2.625,0,7.0
120,Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,3,1,0.49999987500003124,0.026490066049734664,7.833333333333333,0.5106382978723404,3.3375886524822698,7.833333333333333,24,47,3.217391304347826,0,10.659574468085106
121,Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,2,1,0.33333322222225925,0.02272727255509642,40.0,0.45,16.180000000000003,40.0,18,40,2.58974358974359,0,7.025
122,Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,4,1,0.599999880000024,0.03649635009856679,22.0,0.5681818181818182,9.027272727272727,22.0,25,44,2.697674418604651,0,7.295454545454546
123,Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,3,1,0.49999987500003124,0.027397260086320138,11.25,0.5333333333333333,4.713333333333334,11.25,24,45,3.2954545454545454,0,10.6
124,Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,5,1,0.6666665555555741,0.03846153821499014,11.6,0.41379310344827586,4.80551724137931,11.6,24,58,3.1923076923076925,0,9.241379310344827
125,Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,1,1,0.0,0.011904761833900228,7.777777777777778,0.4857142857142857,3.305396825396825,7.777777777777778,34,70,3.1846153846153844,1,9.714285714285714
126,Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,2,1,0.33333322222225925,0.019999999866666666,30.0,0.5,12.200000000000001,30.0,30,60,2.586206896551724,1,6.766666666666667
127,Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,2,2,0.0,0.02666666648888889,10.2,0.4117647058823529,4.2447058823529416,10.2,21,51,3.04,1,10.098039215686274
128,Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,5,2,0.4285713673469475,0.031111110972839508,12.444444444444445,0.5267857142857143,5.188492063492063,12.444444444444445,59,110,2.9454545454545453,3,8.581818181818182
129,Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,3,1,0.49999987500003124,0.02580645144640999,13.0,0.40384615384615385,5.361538461538462,13.0,21,52,2.9411764705882355,1,10.057692307692308
130,Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,2,1,0.33333322222225925,0.017045454448605373,12.5,0.41333333333333333,5.165333333333334,12.5,31,75,2.8378378378378377,0,8.706666666666667
131,Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,2,1,0.33333322222225925,0.019736841975415514,13.25,0.4528301886792453,5.481132075471699,13.25,24,53,3.0384615384615383,0,9.962264150943396
132,Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,1,1,0.0,0.01470588224480969,46.0,0.43478260869565216,18.57391304347826,46.0,20,46,2.422222222222222,0,6.521739130434782
133,Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,1,2,-0.33333322222225925,0.02097902083231454,26.0,0.4230769230769231,10.56923076923077,26.0,22,52,2.46,0,6.461538461538462
134,Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,2,1,0.33333322222225925,0.02222222205761317,23.0,0.41304347826086957,9.365217391304348,23.0,19,46,2.4444444444444446,0,6.543478260869565
135,Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,2,1,0.33333322222225925,0.022388059534417467,22.5,0.4666666666666667,9.186666666666666,22.5,21,45,2.5681818181818183,0,6.844444444444444
136,Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,2,1,0.33333322222225925,0.022388059534417467,21.5,0.4418604651162791,8.776744186046512,21.5,19,43,2.5238095238095237,0,6.767441860465116
137,Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,2,1,0.33333322222225925,0.020689655029726518,17.666666666666668,0.41509433962264153,7.232704402515724,17.666666666666668,22,53,2.4423076923076925,0,6.7924528301886795
138,Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,2,1,0.33333322222225925,0.020547945064740104,17.666666666666668,0.4528301886792453,7.247798742138366,17.666666666666668,24,53,2.480769230769231,0,6.754716981132075
139,Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,1,1,0.0,0.014492753518168453,13.666666666666666,0.4146341463414634,5.632520325203252,13.666666666666666,17,41,3.1,0,10.853658536585366
140,Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/,2,1,0.33333322222225925,0.020134228052790415,12.0,0.4583333333333333,4.983333333333334,12.0,22,48,3.0638297872340425,0,10.354166666666666
141,Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,1,1,0.0,0.014084506943066852,10.5,0.5476190476190477,4.419047619047619,10.5,23,41,3.3658536585365852,0,11.341463414634147
142,Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,1,1,0.0,0.013888888792438273,14.333333333333334,0.5348837209302325,5.947286821705426,14.333333333333334,23,43,3.5853658536585367,0,10.720930232558139
143,Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,1,1,0.0,0.014388489105118784,45.0,0.4888888888888889,18.195555555555554,45.0,22,45,2.6511627906976742,0,6.888888888888889
144,Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/,1,1,0.0,0.013986013888209694,6.666666666666667,0.525,2.876666666666667,6.666666666666667,21,40,3.8461538461538463,0,12.8
145,Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,0,1,-0.9999990000010001,0.010869565099243857,25.0,0.36,10.144,25.0,9,25,2.36,0,6.72
146,Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,2,1,0.33333322222225925,0.020270270133308985,9.6,0.4166666666666667,4.006666666666667,9.6,20,48,2.702127659574468,0,7.833333333333333
